ch	Latitude	Longitude	LatbyLong	Dist_250m	Ag_250m	LC_250m	Edge_250m	HDens_250m	Dist_5km	Ag_5km	LC_5km	Edge_5km	HDens_5km	Nearest_neighbor	Management_duration	Cam_distance	Park_ID	Hunting	People_site	People2	PeoplexHunting	PeoplexDistance	People2xHunting	People2xDistance	HuntingxDistance	Week	Year	Cam_distance	NVDI_site	Det_dist	WeekDay1	WeekDay2	WeekDay3	WeekDay4	WeekDay5	WeekDay6	WeekDay7	WeekDay8	WeekDay9	WeekDay10	WeekDay11	WeekDay12	WeekDay13	WeekDay14	WeekDay15	WeekDay16	WeekDay17	WeekDay18	WeekDay19	WeekDay20	WeekDay21	WeekDay22	WeekDay23	WeekDay24	WeekDay25	WeekDay26	WeekDay27	WeekDay28	WeekDay29	WeekDay30	WeekDay31	WeekDay32	WeekDay33	WeekDay34	WeekDay35	WeekDay36	WeekDay37	WeekDay38	WeekDay39	WeekDay40	WeekDay41	WeekDay42	WeekDay43	WeekDay44	WeekDay45	WeekDay46	WeekDay47	WeekDay48	WeekDay49	WeekDay50	WeekDay51	WeekDay52	WeekDay53	WeekDay54	WeekDay55	WeekDay56	WeekDay57	WeekDay58	WeekDay59	WeekDay60	WeekDay61	WeekDay62	WeekDay63	WeekDay64	WeekDay65	WeekDay66	WeekDay67	WeekDay68	WeekDay69	WeekDay70	WeekDay71	WeekDay72	Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	Temp8	Temp9	Temp10	Temp11	Temp12	Temp13	Temp14	Temp15	Temp16	Temp17	Temp18	Temp19	Temp20	Temp21	Temp22	Temp23	Temp24	Temp25	Temp26	Temp27	Temp28	Temp29	Temp30	Temp31	Temp32	Temp33	Temp34	Temp35	Temp36	Temp37	Temp38	Temp39	Temp40	Temp41	Temp42	Temp43	Temp44	Temp45	Temp46	Temp47	Temp48	Temp49	Temp50	Temp51	Temp52	Temp53	Temp54	Temp55	Temp56	Temp57	Temp58	Temp59	Temp60	Temp61	Temp62	Temp63	Temp64	Temp65	Temp66	Temp67	Temp68	Temp69	Temp70	Temp71	Temp72	Cloud1	Cloud2	Cloud3	Cloud4	Cloud5	Cloud6	Cloud7	Cloud8	Cloud9	Cloud10	Cloud11	Cloud12	Cloud13	Cloud14	Cloud15	Cloud16	Cloud17	Cloud18	Cloud19	Cloud20	Cloud21	Cloud22	Cloud23	Cloud24	Cloud25	Cloud26	Cloud27	Cloud28	Cloud29	Cloud30	Cloud31	Cloud32	Cloud33	Cloud34	Cloud35	Cloud36	Cloud37	Cloud38	Cloud39	Cloud40	Cloud41	Cloud42	Cloud43	Cloud44	Cloud45	Cloud46	Cloud47	Cloud48	Cloud49	Cloud50	Cloud51	Cloud52	Cloud53	Cloud54	Cloud55	Cloud56	Cloud57	Cloud58	Cloud59	Cloud60	Cloud61	Cloud62	Cloud63	Cloud64	Cloud65	Cloud66	Cloud67	Cloud68	Cloud69	Cloud70	Cloud71	Cloud72	Precip1	Precip2	Precip3	Precip4	Precip5	Precip6	Precip7	Precip8	Precip9	Precip10	Precip11	Precip12	Precip13	Precip14	Precip15	Precip16	Precip17	Precip18	Precip19	Precip20	Precip21	Precip22	Precip23	Precip24	Precip25	Precip26	Precip27	Precip28	Precip29	Precip30	Precip31	Precip32	Precip33	Precip34	Precip35	Precip36	Precip37	Precip38	Precip39	Precip40	Precip41	Precip42	Precip43	Precip44	Precip45	Precip46	Precip47	Precip48	Precip49	Precip50	Precip51	Precip52	Precip53	Precip54	Precip55	Precip56	Precip57	Precip58	Precip59	Precip60	Precip61	Precip62	Precip63	Precip64	Precip65	Precip66	Precip67	Precip68	Precip69	Precip70	Precip71	Precip72
00000000000000000000000.................................................	0.3862823	-0.7719155	-0.298177295	0	0	0.82	0.18	0.422162914	0.01	0.02	0.16	0.12	6.528593445	0.644237119	0	0	13	1	0.002	0.000004	0.002	0	0.000004	0	0	0.41	1	0	0.769346516	1.58	0.38	0.38	0.38	0.38	0.38	0.39	0.39	0.39	0.39	0.39	0.39	0.39	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.41	0.41	0.41	0.41	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.2889081124	0.291174567120833	0.294323534616667	0.294093110008333	0.288367617266667	0.287875091375	0.292288206845833	0.295398126008333	0.295244108325	0.292995798741667	0.289063852683333	0.2889133321125	0.291262921091667	0.295018942675	0.296808591416667	0.293862861733333	0.2937790850375	0.289376478720833	0.2829515680625	0.282935189858333	0.2864615760875	0.287356086833333	0.2843706312	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1.25528688165455E-02	0.02758018077725	2.50473988854167E-03	3.53506966383333E-02	3.28924788454167E-03	1.98062837297083E-02	2.56392502292917E-02	0.06360289320625	0.073846425075	0.0806247925375	0.03623283499375	0.02085677537025	0.0431239411075	6.32311963954166E-02	0.05091495424875	1.57221712762917E-02	0.00916394871625	0.0196265484725	6.81316719791667E-02	8.04108250629167E-02	0.040958383609	0.02497357006925	0.002102739972	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	-7.50181818181818E-07	-0.00000037975	-4.41666666666667E-08	-7.75916666666667E-07	-3.71666666666667E-08	0.000000069625	0.000001765	6.23754166666667E-06	0.000065715	7.99866666666667E-06	-0.000000345	-4.06666666666667E-08	2.79421958333333E-04	3.24378333333333E-05	3.18058333333333E-06	0	-2.25083333333333E-08	0.00000405125	1.41649583333333E-05	2.60815416666667E-05	-1.96833333333333E-07	-0.000000366625	-0.0000012015	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0000000000000000000000..................................................	0.386287	-0.7719112	-0.298179262	0	0	0.9	0.09	0.440197086	0.01	0.02	0.16	0.12	6.472111511	0.644237119	0	0.5	13	1	0	0	0	0	0	0	0.5	0.41	1	0.5	0.780318103	1.58	0.38	0.38	0.38	0.38	0.38	0.39	0.39	0.39	0.39	0.39	0.39	0.39	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.41	0.41	0.41	0.41	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.288908098072727	0.2911745816125	0.2943231638625	0.2940928151625	0.288367833991667	0.287875279525	0.292288425933333	0.2953978933875	0.2952437072625	0.292995326729167	0.2890636681875	0.288912709825	0.291263488758333	0.295018429233333	0.2968081398625	0.293862899716667	0.293779355625	0.289376030720833	0.282951581804167	0.282935716304167	0.286462252333333	0.287356174720833	0.2843704996	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1.25473366535455E-02	0.02757737869	0.002503403050125	3.53556570339583E-02	3.28832773929167E-03	1.98098444385417E-02	0.02564096958475	6.36165613058333E-02	7.38612721816667E-02	8.06279837004167E-02	3.62225676204167E-02	0.020852399306	4.31184586529167E-02	6.32297286483333E-02	5.09177890729167E-02	1.57264573840833E-02	9.16330479670833E-03	1.96244988355417E-02	0.06813213061125	8.04109603729167E-02	0.04096683838175	2.49768162944583E-02	0.0021031563725	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	-7.50181818181818E-07	-0.00000037975	-4.41666666666667E-08	-7.75916666666667E-07	-3.71666666666667E-08	0.000000069625	1.77166666666667E-06	6.25004166666667E-06	6.57608333333333E-05	0.000007957125	-0.000000345	-4.06666666666667E-08	0.000279561125	3.24763333333333E-05	0.00000318225	0	-2.25083333333333E-08	4.01541666666667E-06	1.41687083333333E-05	2.60783333333333E-05	-1.98083333333333E-07	-0.000000366625	-0.0000012015	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0000000000000000000000..................................................	0.3862925	-0.7718978	-0.298178331	0	0	1	0	0.37859602	0.01	0.02	0.16	0.13	6.417530823	1.309760858	0	2	13	1	0	0	0	0	0	0	2	0.41	1	2	0.792342537	1.38	0.38	0.38	0.38	0.38	0.38	0.39	0.39	0.39	0.39	0.39	0.39	0.39	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.41	0.41	0.41	0.41	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.288786290186364	0.291286538058333	0.294472652125	0.2937948626	0.288360986133333	0.2878814485375	0.292521649366667	0.2954369024125	0.295223913566667	0.292804832191667	0.289014629491667	0.2888925745375	0.291485500166667	0.2951585836	0.296793615020833	0.293703335091667	0.293805285595833	0.289031582766667	0.282835318645833	0.283049840683333	0.286588473508333	0.287205971041667	0.2848667291	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1.17860383629545E-02	0.027134373445	2.62244947516667E-03	3.54550035604583E-02	3.09133040433333E-03	0.020190988512	2.76037607253333E-02	6.41015334754167E-02	7.41457668195833E-02	7.94539015295833E-02	3.54583536820833E-02	0.021026121521	0.04420005088625	0.06256280184625	5.08310427404167E-02	0.013950867219125	0.00949743451725	2.17038803130833E-02	6.74661003258333E-02	8.22583078045833E-02	3.76138375454167E-02	2.48059033889167E-02	0.001810883317	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	-0.000000779	-0.0000003975	0	-8.13083333333333E-07	0	0.000000069625	1.77833333333333E-06	6.25004166666667E-06	6.56145833333333E-05	8.12183333333333E-06	-0.000000345	-1.21916666666667E-07	3.12720916666667E-04	-6.91666666666666E-08	3.19641666666667E-06	0	-2.25083333333333E-08	4.27416666666667E-06	1.38965833333333E-05	0.0000261935	-0.00000036975	-0.00000040675	-0.00000144	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
00000000000000000000000000..............................................	0.3862645	-0.7718977	-0.298156679	0	0	1	0	0.4545362	0.01	0.02	0.16	0.12	6.44992981	0.693350924	0	0	13	1	0.034	0.001156	0.034	0	0.001156	0	0	0.45	1	0	0.608408239	1.72	0.41	0.41	0.41	0.41	0.42	0.42	0.42	0.42	0.42	0.42	0.42	0.43	0.43	0.43	0.43	0.43	0.43	0.43	0.44	0.44	0.44	0.44	0.44	0.44	0.44	0.45	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.284365316609091	0.283796826954167	0.285016988420833	0.2924985056125	0.28795981355	0.284952247529167	0.287564358625	0.291111244841667	0.289221817170833	0.286662473841667	0.285290294275	0.288029273808333	0.2915586348	0.2922100351875	0.291126689383333	0.290492207433333	0.289796730875	0.285858213341667	0.281043100595833	0.279056718754167	0.281831433133333	0.281526659808333	0.281322195770833	0.280436926472	0.279548592933333	0.2801321842	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	2.21479045472727E-03	7.34433916554167E-03	1.35329342718333E-02	4.46811236129167E-02	0.056384593031875	0.042709527888125	1.38473046142083E-02	4.22305047012917E-02	1.14187974369583E-02	1.93699883459167E-02	0.0001633801915	2.60358215649583E-02	0.03195274987625	2.70071900670833E-02	8.04320083579167E-03	0.056553256988	8.81194060533333E-02	9.83354202441667E-02	0.09562924595375	8.08054510316667E-02	6.51908214433334E-02	4.76290036877083E-02	2.88154006394167E-02	0.01345218052772	0.01592140915875	0.001915592123	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	-2.18636363636364E-08	0	-1.56666666666667E-08	2.25105833333333E-05	0.0000403225	0	0	6.69141666666667E-05	-8.94916666666666E-07	-0.00000020425	-2.98416666666667E-07	-0.000000111625	2.15333333333333E-07	0	-0.00000018875	1.35333333333333E-07	0	4.16346291666667E-04	0.000675095375	1.93416666666667E-05	0	0	0	-0.00000029672	-0.000000014775	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
00000000000000000000000000..............................................	0.3862678	-0.7718909	-0.2981566	0	0	1	0	0.467711163	0.01	0.02	0.16	0.12	6.468226624	0.693350924	0	0.5	13	1	0	0	0	0	0	0	0.5	0.45	1	0.5	0.611352902	1.48	0.41	0.41	0.41	0.41	0.42	0.42	0.42	0.42	0.42	0.42	0.42	0.43	0.43	0.43	0.43	0.43	0.43	0.43	0.44	0.44	0.44	0.44	0.44	0.44	0.44	0.45	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.284365460472727	0.283796660791667	0.2850172631125	0.292498571204167	0.2879603464625	0.284952177466667	0.287564231158333	0.291111803154167	0.289222417579167	0.286662994333333	0.285291557866667	0.288029302320833	0.291558225841667	0.2922102825625	0.291126393775	0.290492508145833	0.289796842825	0.285858167695833	0.2810440339625	0.279056823758333	0.281831556170833	0.281527203220833	0.28132221955	0.280436614456	0.279548299808333	0.280131696	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	2.21444670086364E-03	0.007344934734625	1.35329363732083E-02	4.46784106166667E-02	0.056389861562875	0.042707850236	1.38497006257083E-02	4.22278849846667E-02	1.14206549372083E-02	1.93693047384583E-02	1.63239001291667E-04	0.0260367715235	3.19555062183333E-02	2.70140626583333E-02	8.04704238695833E-03	5.65543494405833E-02	8.81173954679167E-02	0.0983355601725	0.0956306083975	8.08052362766667E-02	6.51899242533334E-02	4.76336941585417E-02	2.88142157144167E-02	0.01345028939584	1.59151259919583E-02	0.00191455895	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	-2.18636363636364E-08	0	-1.56666666666667E-08	0.0000224635	4.02800833333333E-05	0	0	6.67604166666667E-05	-8.94916666666666E-07	-0.00000020425	-2.98416666666667E-07	-0.000000111625	2.15333333333333E-07	0	-0.00000018875	1.29833333333333E-07	0	4.16602791666667E-04	6.75197541666667E-04	1.93458333333333E-05	0	0	0	-0.00000029672	-0.000000014775	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
00000000000000000000000000..............................................	0.3862737	-0.771876	-0.298155398	0	0	1	0	0.342549014	0.01	0.02	0.16	0.13	6.504789734	1.445184888	0	2	13	1	0	0	0	0	0	0	2	0.45	1	2	0.620184007	1.5	0.41	0.41	0.41	0.41	0.42	0.42	0.42	0.42	0.42	0.42	0.42	0.43	0.43	0.43	0.43	0.43	0.43	0.43	0.44	0.44	0.44	0.44	0.44	0.44	0.44	0.45	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.284365897627273	0.283796585020833	0.285017879354167	0.292498720195833	0.287961612258333	0.2849521972625	0.287564038075	0.291113119270833	0.2892238877	0.286664264433333	0.2852943035125	0.288029388491667	0.291557436991667	0.292210760995833	0.2911258249625	0.290493275058333	0.289797144220833	0.285858094795833	0.281045938104167	0.279057100729167	0.28183193565	0.281528443575	0.2813223589375	0.280436050516	0.279547765370833	0.28013077895	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	2.21366913868182E-03	0.007345916742625	1.35322285882083E-02	4.46709460179167E-02	5.64007973495417E-02	4.27040907712917E-02	0.01385533392325	4.22213255724583E-02	1.14241589582083E-02	0.019366276515625	0.00016293723325	2.60374297425833E-02	0.03196113720625	2.70269977820833E-02	8.05483404091666E-03	5.65559551552917E-02	0.0881125990025	9.83359040970833E-02	9.56325820595833E-02	8.08044169116666E-02	6.51858541941667E-02	4.76420270217917E-02	2.88105932517083E-02	0.013446288772	1.59043221904167E-02	0.0019127546395	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	-2.18636363636364E-08	0	-1.56666666666667E-08	0.00002240725	0.00004019525	0	0	6.64579166666667E-05	-8.94916666666667E-07	-0.00000020425	-2.98416666666667E-07	-0.000000111625	2.15333333333333E-07	0	-0.00000018875	0.000000118875	0	4.17128791666667E-04	6.75543541666667E-04	0.00001935	0	0	0	-0.00000029672	-0.000000014775	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
00000000000000000000....................................................	0.386268	-0.7718172	-0.298128286	0	0	1	0	0	0.01	0.02	0.16	0.13	6.458418274	0.274699622	0	0	13	1	0	0	0	0	0	0	0	0.47	1	0	0.406910796	0.75	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.46	0.46	0.46	0.46	0.46	0.46	0.46	0.47	0.47	0.47	0.47	0.47	0.47	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.276918838556522	0.278018411208333	0.278849225254167	0.280814895679167	0.280854982766667	0.283328356183333	0.286777410329167	0.286307799666667	0.277731377279167	0.277737203775	0.2794563352	0.279006279320833	0.280010931766667	0.281438300183333	0.281104585379167	0.2801230752875	0.2793837984875	0.279352928791667	0.281994831995833	0.27819184146	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1.06232210774783E-02	6.93475685870833E-02	8.21570929395833E-02	0.00262596951525	5.77505179395833E-03	3.42108665016667E-03	0.040408032241375	7.26635827591667E-02	1.22995750249583E-02	0.036786656404375	2.79225094733333E-02	6.57156896520833E-03	1.44937843130833E-02	1.55381723486667E-02	0.025639274914	3.13714221309167E-02	1.10100686783333E-03	0.002968203833625	0.017711303033375	0.0103649342958	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	7.19708333333333E-06	-0.00000005	0	0	-4.69604166666667E-07	2.90879595833333E-04	0	0	0	0	-0.0000000845	0	-2.17916666666667E-08	-1.74708333333333E-07	0	0	2.18083333333333E-06	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
00000000000000000000....................................................	0.3862657	-0.7718161	-0.298126086	0	0	1	0	0	0.01	0.02	0.16	0.13	6.464696503	0.274699622	0	0.5	13	1	0	0	0	0	0	0	0.5	0.47	1	0.5	0.392612286	1.5	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.46	0.46	0.46	0.46	0.46	0.46	0.46	0.47	0.47	0.47	0.47	0.47	0.47	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.27691908673913	0.2780188753125	0.278849477645833	0.280815119825	0.280855372241667	0.283328631725	0.2867774344625	0.286308253283333	0.277731523804167	0.277737634195833	0.279456816741667	0.2790064484	0.280011518979167	0.281438995541667	0.281105156004167	0.2801235001375	0.279384179541667	0.2793529079375	0.281995288679167	0.27819214932	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.010624336996913	6.93534986429167E-02	8.21566780808333E-02	2.62625121066667E-03	0.0057743221445	0.003420737429125	4.04047721554167E-02	0.07266224747125	0.01230141832575	3.67873745133333E-02	2.79242424620833E-02	6.57196288366667E-03	1.44991851113333E-02	1.55440614972917E-02	2.56374256415417E-02	0.031372222466875	1.10066478358333E-03	2.96749888108333E-03	1.77094452705417E-02	0.0103624463558	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	7.19666666666667E-06	-0.00000005	0	0	-4.69604166666667E-07	2.90687179166667E-04	0	0	0	0	-0.0000000845	0	-2.17916666666667E-08	-1.74708333333333E-07	0	0	2.17583333333333E-06	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
00000000000000000000....................................................	0.3862512	-0.7718133	-0.298113813	0	0	0.98	0.01	0	0.01	0.01	0.16	0.12	6.510707092	1.643095478	0	2	13	1	0	0	0	0	0	0	2	0.47	1	2	0.31283247	0.75	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.46	0.46	0.46	0.46	0.46	0.46	0.46	0.47	0.47	0.47	0.47	0.47	0.47	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.276920448273913	0.2780212061875	0.278851079004167	0.2808165077375	0.2808577772	0.2833302599625	0.286777962729167	0.286310745854167	0.2777320897375	0.277739612104167	0.279459339783333	0.279007395641667	0.280014580375	0.2814427601625	0.281108053495833	0.2801257451	0.2793861371875	0.279352541845833	0.281997991233333	0.27819379572	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1.06304702601304E-02	6.93793412266667E-02	0.08214734474375	2.62771806120833E-03	5.76917427758333E-03	3.41816229304167E-03	0.040389842585125	7.26545470633333E-02	1.23107494285833E-02	3.67935013532917E-02	0.0279315145475	6.57360017883333E-03	0.014531554805	1.55782909922083E-02	0.025629414085125	3.13750191647917E-02	0.001099352058375	2.96437115708333E-03	1.77005950625417E-02	0.010350099808	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	7.17791666666667E-06	-0.00000005	0	0	-4.69604166666667E-07	2.89958679166667E-04	0	0	0	0	-0.0000000845	0	-2.17916666666667E-08	-1.74708333333333E-07	0	0	2.17416666666667E-06	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
0000000000000000000000..................................................	0.3862725	-0.7717912	-0.298121716	0	0	1	0	0	0.01	0.01	0.17	0.13	6.415984344	0.70625227	0	0	13	1	0.007	0.000049	0.007	0	0.000049	0	0	0.45	1	0	0.553792218	1.9	0.41	0.42	0.42	0.42	0.42	0.42	0.42	0.42	0.43	0.43	0.43	0.43	0.43	0.43	0.43	0.44	0.44	0.44	0.44	0.44	0.44	0.44	0.45	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.292242267354545	0.287228396275	0.285159715325	0.288067309483333	0.291277393954167	0.288658230245833	0.286496091454167	0.285645412716667	0.288786204770833	0.2918018224875	0.291737768816667	0.290946145283333	0.290366609895833	0.289082756604167	0.2848570226875	0.280118170754167	0.279896236154167	0.281899957479167	0.281555979075	0.280985654141667	0.280496149084	0.278976198905	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	5.95096142231818E-02	4.31345430972917E-02	5.24780751424583E-02	4.72191349516667E-03	0.0481996632325	6.67028971441667E-03	0.01705407039275	0.000611875624875	3.24034879463333E-02	0.03027037242375	2.60832788541667E-02	0.006285653846875	0.06884179991125	9.39388945066667E-02	9.82288775316667E-02	0.09576682649875	7.18232031516667E-02	6.87522654854167E-02	3.88397531305417E-02	2.66087176865833E-02	0.01514206403528	0.01187150326785	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	6.73024090909091E-05	1.12916666666667E-08	0	0	0.0000651975	-0.00000086825	-1.65083333333333E-07	-2.98416666666667E-07	-0.000000111625	2.15333333333333E-07	0	-0.00000018875	9.37916666666667E-08	0	6.53092708333333E-04	4.58944083333333E-04	1.62916666666667E-06	0	0	0	-0.00000029672	-0.00000001773	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
